SPILL ID,LAT,LON,SPILL CAUSE,FILE,x,y,start_date,sm_surface,sm_rootzone,sm_profile,soil_water_infiltration_flux,vegetation_greenness_fraction,surface_temp,surface_pressure,SPILL_TYPE,SPILL_VOL,MATERIAL_SEWER_PIPE,AGE_SEWER_PIPE,DIAMETER_OF_SEWER
839993,40.419637,-120.63462,Root Intrusion,Other,-13428984.470440054,4927111.486455146,2017-09-15 00:00:00,0.09732583910226822,0.10941750556230544,0.1070963889360428,1.0924413800239565e-06,0.9631677269935608,289.86138916015625,83029.015625,Category 2,1200.0, ,,
840097,37.936297,-122.366756,Grease Deposition (FOG),Other,-13621804.967944752,4570430.619911896,2017-09-15 00:30:00,0.16034464538097382,0.22800880670547485,0.22907514870166776,0.0,0.9485192894935608,292.95318603515625,100169.015625,Category 3,15.0,VCP,50.0,6.0
841075,33.5439462,-117.1946283,Root Intrusion,Other,-13046046.34606297,3967728.300528275,2017-09-15 07:10:00,0.05987996608018875,0.13362199068069458,0.13212506473064425,0.0,0.936395525932312,288.2060241699219,96679.03125,Category 1,3780.0, ,,
840081,37.42811,-122.20592,Damage by Others Not Related to CS Construction/Maintenance (Specify Below),Other,-13603900.786323527,4498948.987276038,2017-09-15 08:30:00,0.09857625514268877,0.17250138521194458,0.17024151980876925,1.5427303878823298e-10,0.946161150932312,286.4078063964844,98887.03125,Category 1,438.0,VCP,52.0,6.0
840018,37.78072,-122.15331,Grease Deposition (FOG),Other,-13598044.267912894,4548495.047822558,2017-09-15 09:02:00,0.17870277166366574,0.2352103739976883,0.2363007217645645,5.006484116165666e-11,0.9411980509757996,284.7001647949219,100053.390625,Category 3,260.0, ,,8.0
840191,38.30161,-122.271,Root Intrusion,Other,-13611145.458784355,4622121.245970182,2017-09-13 22:00:00,0.11599472910165788,0.20504359900951385,0.20786866545677185,2.857802883227123e-11,0.9375042915344238,299.508544921875,99240.890625,Category 3,5.0,ACP,,6.0
840188,38.31812,-122.29547,Root Intrusion,Other,-13613869.446724065,4624463.486189929,2017-09-12 12:00:00,0.11479809880256653,0.2054870128631592,0.20839300751686096,1.1254950286641516e-19,0.9375655651092528,292.4415283203125,99470.0234375,Category 3,12.0,ACP,40.0,4.0
840834,38.00175,-121.88914,Root Intrusion,Other,-13568636.998030035,4579673.032127487,2017-09-18 17:00:00,0.1454167366027832,0.2279467880725861,0.22944135963916776,0.0,0.9191055297851562,294.9916687011719,100151.015625,Category 3,1.0,VCP,,4.0
840116,33.89988,-118.12253,Grease Deposition (FOG),Other,-13149339.89081318,4015366.2659384888,2017-09-18 20:51:00,0.07340078800916673,0.1256769299507141,0.12843315303325653,2.0877743978076074e-13,0.94307678937912,306.6429443359375,100656.171875,Category 1,200.0, ,,
840651,38.72378,-120.8039,Root Intrusion,Other,-13447828.63384154,4682182.306380127,2017-09-22 09:30:00,0.1336269974708557,0.16960693895816806,0.17222745716571808,2.446931546273845e-13,0.9518806934356692,281.637451171875,93032.046875,Category 3,30.0,sdr,30.0,4.0
841219,38.641475,-121.3582194,Operator error,Other,-13509535.187186375,4670445.285705714,2017-09-22 11:06:00,0.05190092697739601,0.14397217333316806,0.15617521107196808,1.8768728098828198e-21,0.8906013965606691,283.965576171875,100576.046875,Category 3,2.0, ,,
840308,34.02274255,-117.807078,Grease Deposition (FOG),Other,-13114223.934803462,4031856.203901657,2017-09-22 12:00:00,0.13203376531600952,0.18871210515499115,0.19102992117404927,0.0,0.9528501033782959,283.264892578125,97500.3671875,Category 2,2500.0, ,,
